UserId,ContinentId,RegionId,CountryId,CityId
304,2,3,8,20
305,2,3,9,22
306,3,5,12,30
307,2,3,9,22
308,4,7,17,44
309,2,3,8,20
310,2,4,11,26
311,2,4,10,23
312,1,2,5,11
313,4,7,16,41
314,1,2,6,14
315,2,3,8,18
316,4,8,18,47
317,5,10,22,56
318,4,7,16,40
319,5,9,21,55
320,5,9,20,51
321,3,5,12,29
322,4,8,18,46
323,2,3,8,20
324,3,5,12,28
325,3,5,13,32
326,5,10,22,57
327,5,9,20,51
328,3,5,12,29
329,3,6,15,39
330,1,2,5,12
331,4,8,19,48
332,3,5,13,33
333,3,5,13,32
334,4,8,18,46
335,3,6,15,38
336,1,1,2,5
337,2,3,8,18
338,1,2,5,11
339,4,7,17,44
340,1,1,2,3
341,1,2,5,12
342,3,6,14,36
343,4,7,16,41
344,3,5,12,30
345,5,9,20,51
346,5,9,21,55
347,1,1,3,8
348,5,10,22,57
349,3,6,15,37
350,3,6,15,38
351,1,1,3,6
352,3,6,15,37
353,4,7,17,43
354,3,6,14,35
355,1,1,2,5
356,3,5,13,31
357,5,10,22,56
358,4,7,17,43
359,1,2,4,9
360,5,10,22,57
361,5,10,22,57
362,1,2,4,10
363,4,8,19,48
364,2,4,10,24
365,3,6,14,36
366,2,4,11,27
367,4,8,18,47
368,5,10,23,59
369,4,8,18,47
370,5,9,21,55
371,5,10,22,56
372,1,1,3,6
373,1,2,6,15
374,4,7,17,43
375,3,6,14,35
376,1,1,2,3
377,1,1,3,6
378,3,5,13,31
379,3,6,15,37
380,1,2,4,10
381,1,2,5,11
382,1,1,3,8
383,3,6,14,34
384,1,1,1,1
385,3,6,14,34
386,3,5,12,29
387,3,5,12,28
388,4,7,16,41
389,3,5,13,31
390,4,7,17,43
391,4,8,18,46
392,5,9,21,55
393,4,8,19,48
394,3,5,13,31
395,3,5,12,30
396,1,2,6,14
397,3,6,14,36
398,1,2,4,9
399,5,9,21,55
400,4,8,19,50
401,1,1,3,8
402,4,8,18,47
403,1,1,3,7
404,4,7,17,43
405,1,1,3,6
406,3,5,12,29
407,3,6,15,39
408,4,7,17,43
409,2,4,11,25
410,5,9,21,55
411,4,8,18,46
412,1,2,6,13
413,4,7,16,40
414,4,7,17,44
415,2,3,8,20
416,4,7,17,44
417,5,9,21,54
418,4,8,19,49
419,4,7,17,45
420,3,6,15,38
421,2,3,7,16
422,4,8,18,47
423,2,3,9,22
424,3,5,13,32
425,2,3,8,19
426,2,3,8,19
427,1,2,4,10
428,5,10,22,57
429,1,2,4,9
430,1,1,3,6
431,5,10,22,56
432,3,5,13,33
433,2,4,11,26
434,4,7,17,44
435,2,4,10,23
436,1,1,3,8
437,4,7,17,44
438,1,2,5,11
439,3,5,13,33
440,5,10,22,56
441,5,10,22,56
442,2,3,9,22
443,4,8,18,47
444,3,6,15,37
445,3,5,12,29
446,1,2,4,9
447,2,4,10,23
448,3,6,15,39
449,5,10,23,59
450,1,1,1,1
451,4,7,17,43
452,4,8,19,50
453,5,10,22,57
454,2,4,11,26
455,1,1,3,7
456,2,3,7,16
457,5,9,20,51
458,5,9,20,52
459,3,6,15,38
460,1,1,3,8
461,1,1,3,8
462,3,5,12,29
463,3,6,14,35
464,1,1,1,2
465,4,7,16,41
466,3,5,13,33
467,1,1,1,1
468,1,1,3,6
469,2,4,11,27
470,4,7,17,43
471,4,8,19,49
472,2,4,11,26
473,2,3,8,18
474,5,10,23,58
475,3,5,12,28
476,2,3,8,19
477,2,4,11,27
478,1,1,1,1
479,2,3,8,18
480,3,5,13,31
481,5,9,21,55
482,4,7,17,44
483,4,8,18,47
484,3,5,13,33
485,1,1,3,7
486,2,4,10,24
487,5,10,23,59
488,1,1,2,3
489,5,9,20,52
490,4,7,16,41
491,2,3,7,17
492,4,8,18,46
493,4,8,19,50
494,1,1,2,3
495,1,1,3,7
496,4,7,16,40
497,5,10,23,59
498,1,1,1,2
499,4,7,16,40
500,1,2,4,9
501,3,6,15,39
502,3,6,15,37
503,1,1,3,6
504,4,7,16,41
505,5,9,21,53
506,5,9,20,51
507,1,1,1,2
508,1,2,6,15
509,1,2,6,15
510,2,4,11,27
511,1,2,4,9
512,5,9,20,51
513,4,8,18,46
514,4,8,19,48
515,1,2,5,12
516,1,1,1,1
517,5,9,21,54
518,2,3,8,18
519,3,6,15,39
520,5,9,21,54
521,1,1,2,3
522,1,1,1,1
523,1,1,1,1
524,1,2,4,10
525,1,1,2,4
526,4,8,19,49
527,3,6,14,36
528,5,10,23,58
529,4,8,19,48
530,5,10,22,57
531,1,2,6,15
532,2,3,7,17
533,5,9,20,51
534,1,2,6,15
535,1,1,2,4
536,4,7,16,40
537,4,8,19,48
538,5,10,23,58
539,5,9,21,55
540,1,1,3,8
541,4,8,18,46
542,4,8,19,50
543,4,7,16,42
544,4,8,19,49
545,4,8,19,50
546,2,4,11,27
547,1,1,2,3
548,2,4,11,27
549,1,2,5,12
550,1,1,3,7
551,1,1,3,8
552,4,7,16,42
553,3,5,12,30
554,3,5,13,32
555,4,7,17,44
556,3,5,13,33
557,3,6,15,38
558,1,1,3,6
559,5,9,20,51
560,2,4,11,27
561,1,2,4,10
562,4,8,19,48
563,4,7,17,44
564,1,1,2,4
565,1,2,5,12
566,1,1,1,1
567,2,3,7,16
568,1,1,3,6
569,4,7,16,42
570,3,5,13,31
571,5,10,23,58
572,4,7,17,45
573,3,6,15,37
574,3,5,13,31
575,1,1,2,4
576,1,1,2,5
577,3,6,15,37
578,1,1,1,1
579,1,1,2,3
580,1,2,6,13
581,5,9,21,53
582,3,5,12,28
583,4,7,16,42
584,2,4,11,25
585,1,2,5,11
586,2,3,9,22
587,1,1,3,6
588,4,8,18,46
589,1,2,5,11
590,2,4,10,23
591,5,10,23,58
592,3,6,14,35
593,3,5,12,28
594,3,5,13,33
595,4,8,18,47
596,2,3,7,16
597,3,6,15,38
598,5,9,20,52
599,3,6,14,34
600,2,4,11,27
601,1,2,4,9
602,1,2,6,15
603,5,10,22,56
604,3,5,13,32
605,2,3,8,18
606,2,4,11,25
607,3,6,14,35
608,3,5,13,32
609,4,7,16,42
610,2,3,7,16
611,3,6,15,39
612,2,4,11,27
613,5,10,22,56
614,1,2,4,10
615,1,2,4,9
616,3,5,12,28
617,3,5,12,30
618,4,7,16,41
619,2,4,10,24
620,5,9,21,54
621,3,5,12,28
622,1,1,3,8
623,1,1,3,8
624,5,10,23,58
625,1,1,3,8
626,5,10,22,56
627,2,3,7,17
628,1,1,3,6
629,2,3,8,18
630,3,6,15,37
631,2,4,11,26
632,4,8,18,47
633,3,6,15,37
634,2,4,10,24
635,3,6,15,38
636,5,10,23,58
637,2,4,11,25
638,1,2,4,10
639,2,4,11,25
640,4,8,19,50
641,1,2,6,13
642,5,10,22,56
643,3,6,14,35
644,3,6,14,36
645,2,3,8,19
646,5,9,21,55
647,1,1,2,3
648,2,3,8,18
649,2,4,11,25
650,3,5,12,29
651,3,5,12,28
652,1,2,4,9
653,1,2,6,14
654,1,1,3,6
655,3,6,14,34
656,2,3,9,21
657,3,6,14,34
658,3,6,14,35
659,4,7,16,42
660,3,5,13,33
661,3,6,15,39
662,3,6,14,35
663,3,6,15,39
664,3,6,15,37
665,2,3,8,19
666,1,2,6,15
667,4,8,18,47
668,2,3,9,21
669,3,5,13,33
670,1,2,5,12
671,2,4,11,26
672,3,5,13,32
673,3,6,15,37
674,3,5,13,32
675,2,3,9,22
676,5,10,22,57
677,3,5,13,31
678,4,8,19,48
679,4,7,17,44
680,3,5,13,33
681,5,9,21,53
682,1,1,3,8
683,5,9,21,55
684,5,9,20,51
685,3,5,12,30
686,4,7,17,44
687,3,5,13,31
688,2,3,7,16
689,4,8,19,48
690,1,2,6,15
691,2,3,8,19
692,3,5,13,31
693,4,8,19,50
694,2,4,10,23
695,3,5,12,30
696,1,1,2,3
697,1,1,3,7
698,1,1,2,4
699,1,1,2,5
700,5,9,20,52
701,4,8,19,50
702,4,8,19,49
703,1,1,2,4
704,1,1,2,5
705,2,3,7,17
706,3,6,14,34
707,2,3,8,20
708,3,5,12,29
709,1,2,5,11
710,4,7,17,44
711,2,3,8,19
712,1,1,2,4
713,4,7,17,44
714,5,9,21,54
715,1,1,1,1
716,2,4,11,26
717,4,8,19,49
718,4,7,16,42
719,5,9,20,51
720,2,4,11,25
721,2,3,9,22
722,4,7,16,42
723,1,2,4,10
724,1,2,6,15
725,3,6,14,36
726,4,7,16,40
727,1,1,3,8
728,3,5,12,30
729,2,3,9,22
730,3,5,12,30
731,5,10,22,57
732,1,1,2,5
733,5,10,23,59
734,2,4,11,27
735,4,8,18,46
736,2,4,11,26
737,2,3,8,19
738,4,8,18,46
739,4,7,16,41
740,1,2,4,9
741,4,7,16,42
742,4,7,17,45
743,2,4,10,23
744,5,9,21,55
745,3,6,15,38
746,2,3,8,20
747,1,1,1,1
748,4,7,16,40
749,1,2,6,13
750,4,7,17,45
751,3,5,13,31
752,3,5,12,28
753,1,2,4,10
754,4,7,16,42
755,1,2,4,10
756,2,4,11,25
757,4,8,19,50
758,5,9,21,55
759,5,10,23,59
760,5,10,22,57
761,3,5,13,33
762,1,2,5,12
763,4,8,19,50
764,4,8,19,48
765,5,10,23,59
766,3,6,15,39
767,1,2,4,9
768,3,5,12,30
769,2,4,11,27
770,4,8,19,50
771,2,4,10,24
772,2,3,8,20
773,1,1,2,5
774,4,8,19,50
775,4,7,17,45
776,1,1,2,3
777,2,4,11,26
778,3,5,12,29
779,3,5,12,28
780,5,9,21,55
781,1,2,4,9
782,2,3,8,19
783,1,2,5,11
784,1,2,6,15
785,5,9,21,54
786,5,10,22,56
787,1,1,2,3
788,3,6,15,38
789,1,2,6,14
790,1,2,5,12
791,2,3,8,18
792,1,2,5,12
793,3,5,12,29
794,5,10,23,59
795,3,6,14,35
796,4,7,17,43
797,3,5,12,30
798,1,1,1,1
799,1,1,2,5
800,2,3,7,16
801,1,2,6,15
802,4,8,19,50
803,4,8,19,50
804,5,9,20,51
805,3,6,15,38
806,3,5,13,33
807,3,6,15,39
808,2,4,11,25
809,4,7,16,40
810,4,8,18,47
811,4,8,18,46
812,3,6,15,37
813,1,1,2,4
814,4,7,17,43
815,2,3,9,22
816,4,7,17,44
817,3,5,13,32
818,5,9,20,52
819,2,3,8,20
820,5,9,21,55
821,4,8,19,50
822,2,3,8,20
823,3,5,12,29
824,3,5,13,32
825,4,8,18,46
826,4,7,16,41
827,5,9,20,51
828,2,3,9,22
829,3,5,12,30
830,2,4,11,26
831,5,9,21,54
832,2,3,8,18
833,3,6,14,35
834,1,1,3,8
835,5,9,20,51
836,2,4,10,23
837,2,3,9,21
838,3,6,14,35
839,3,5,12,30
840,5,9,20,51
841,3,5,13,32
842,3,5,13,31
843,1,1,3,7
844,1,1,1,2
845,2,4,10,24
846,5,10,23,59
847,5,9,21,55
848,3,6,15,38
849,3,6,15,38
850,2,4,10,24
851,1,2,5,11
852,1,1,1,1
853,2,3,8,20
854,2,3,8,19
855,1,2,5,12
856,2,3,7,16
857,1,1,1,2
858,3,6,14,36
859,5,9,21,55
860,4,7,16,41
861,2,4,11,27
862,2,4,11,25
863,2,3,8,19
864,1,2,4,9
865,3,6,14,36
866,3,6,14,34
867,1,1,1,1
868,2,4,11,25
869,2,3,7,17
870,1,2,5,11
871,4,7,16,42
872,3,5,13,32
873,3,6,15,38
874,4,7,17,43
875,5,10,23,58
876,4,8,19,48
877,3,6,15,37
878,5,9,20,52
879,3,5,12,29
880,5,10,23,59
881,4,7,17,45
882,3,6,15,39
883,5,9,21,54
884,3,5,13,31
885,4,7,17,43
886,2,3,7,17
887,5,10,22,57
888,3,6,15,37
889,4,8,18,47
890,3,5,12,28
891,5,9,20,52
892,1,1,2,5
893,1,1,3,7
894,3,5,12,30
895,4,7,17,44
896,4,8,19,48
897,2,4,11,26
898,3,6,15,39
899,3,5,13,33
900,5,10,22,57
901,3,6,15,39
902,2,4,11,25
903,5,10,23,58
904,1,1,3,7
905,5,10,23,59
906,1,2,4,10
907,2,3,8,18
908,4,8,19,49
909,4,7,17,44
910,5,10,23,58
911,4,7,17,45
912,3,6,15,38
913,2,3,9,21
914,1,1,1,1
915,1,1,3,8
916,2,3,8,18
917,1,1,2,3
918,3,5,12,30
919,4,8,18,46
920,5,10,22,57
921,3,5,12,29
922,5,9,20,52
923,5,10,23,59
924,5,9,20,51
925,3,5,12,28
926,2,3,8,20
927,5,10,23,58
928,1,2,6,15
929,2,4,11,25
930,1,1,2,5
931,4,8,18,47
932,3,6,15,39
933,1,1,3,6
934,1,2,6,14
935,3,5,13,33
936,3,5,13,32
937,4,8,19,48
938,2,3,7,16
939,5,9,21,55
940,2,4,11,27
941,4,8,19,49
942,1,2,6,15
943,1,1,2,3
944,1,1,2,4
945,2,3,9,22
946,5,10,22,57
947,1,1,2,3
948,2,3,9,22
949,1,1,3,7
950,5,9,21,55
951,4,7,16,40
952,4,7,17,45
953,4,7,17,43
954,3,6,15,39
955,4,8,18,46
956,1,1,1,1
957,5,9,20,52
958,4,7,17,44
959,4,7,17,44
960,2,4,10,24
961,4,8,19,48
962,2,4,10,23
963,1,1,2,3
964,5,9,21,54
965,1,2,6,14
966,1,1,3,7
967,3,6,15,37
968,1,2,6,14
969,5,9,20,51
970,2,4,11,27
971,1,1,1,1
972,5,10,22,57
973,3,5,13,31
974,2,3,7,16
975,4,7,16,40
976,3,5,13,32
977,1,1,1,2
978,4,7,17,45
979,2,4,10,24
980,4,7,16,42
981,5,9,21,53
982,3,6,15,37
983,4,7,16,40
984,2,3,7,16
985,1,2,6,15
986,2,4,11,25
987,5,9,20,51
988,3,5,13,31
989,2,3,9,21
990,4,8,18,46
991,5,9,20,51
992,5,9,21,54
993,2,3,8,18
994,4,7,16,42
995,3,6,14,35
996,2,4,11,27
997,2,4,10,24
998,1,1,3,7
999,2,3,7,17
1000,3,5,13,33
1001,5,9,21,53
1002,5,9,20,52
1003,1,2,5,12
1004,4,7,16,41
1005,1,1,3,6
1006,4,7,16,40
1007,2,3,9,21
1008,2,4,11,27
1009,4,7,17,43
1010,2,4,11,26
1011,4,8,19,48
1012,3,5,13,32
1013,5,10,23,59
1014,3,6,15,38
1015,2,3,8,18
1016,4,8,18,46
1017,2,4,11,25
1018,3,5,13,32
1019,1,2,4,9
1020,1,1,3,8
1021,3,6,14,34
1022,1,2,5,12
1023,5,10,23,59
1024,5,9,20,51
1025,4,7,16,42
1026,4,7,17,44
1027,3,6,14,36
1028,1,1,2,4
1029,2,4,10,24
1030,3,5,12,30
1031,5,9,21,55
1032,1,2,6,13
1033,3,5,12,30
1034,2,3,9,21
1035,1,1,3,8
1036,1,1,3,7
1037,2,3,9,22
1038,1,1,2,5
1039,1,1,2,4
1040,2,3,9,21
1041,1,2,5,12
1042,3,5,13,33
1043,1,1,1,2
1044,2,3,8,18
1045,2,4,11,27
1046,5,10,22,57
1047,3,6,15,38
1048,5,9,20,52
1049,2,3,9,21
1050,2,4,11,27
1051,2,4,11,25
1052,5,9,21,53
1053,5,10,22,57
1054,5,10,22,57
1055,4,7,17,45
1056,3,5,12,30
1057,3,5,13,32
1058,5,10,23,58
1059,2,3,7,17
1060,2,3,9,21
1061,5,9,21,53
1062,2,4,10,23
1063,1,2,6,14
1064,3,6,14,34
1065,2,3,8,20
1066,5,9,21,53
1067,5,9,21,54
1068,2,3,8,19
1069,3,5,13,32
1070,5,10,23,59
1071,4,7,17,44
1072,1,2,6,13
1073,3,6,14,35
1074,3,6,15,37
1075,3,6,15,39
1076,1,1,1,2
1077,2,3,8,18
1078,5,9,20,51
1079,1,2,6,15
1080,2,3,8,18
1081,2,3,8,20
1082,1,2,5,11
1083,1,2,4,10
1084,2,3,9,21
1085,5,9,20,52
1086,1,1,1,1
1087,2,3,7,17
1088,1,1,2,4
1089,3,6,14,34
1090,1,2,6,15
1091,4,8,18,47
1092,3,6,14,35
1093,4,8,18,47
1094,3,6,15,38
1095,2,4,11,26
1096,5,9,20,51
1097,3,5,12,29
1098,5,10,22,57
1099,5,10,23,59
1100,3,6,14,35
1101,4,7,16,40
1102,2,3,7,16
1103,4,8,19,49
1104,4,7,16,40
1105,5,9,21,54
1106,2,3,7,16
1107,4,8,18,47
1108,3,5,12,28
1109,1,2,5,11
1110,1,2,5,11
1111,3,6,14,34
1112,2,3,8,19
1113,1,1,3,7
1114,2,4,11,26
1115,3,6,15,39
1116,2,3,8,19
1117,5,10,22,57
1118,4,8,18,46
1119,3,5,13,31
1120,5,10,22,56
1121,2,4,11,26
1122,1,2,4,9
1123,1,1,2,3
1124,5,10,22,56
1125,5,10,22,57
1126,4,7,17,44
1127,1,1,3,7
1128,2,3,8,18
1129,1,1,2,3
1130,1,1,2,4
1131,1,2,6,15
1132,3,6,14,34
1133,1,1,2,4
1134,5,10,23,59
1135,2,4,11,27
1136,2,3,7,16
1137,3,5,13,31
1138,4,8,18,47
1139,2,3,8,19
1140,1,1,2,3
1141,1,1,2,4
1142,5,9,20,51
1143,1,1,3,7
1144,3,6,15,38
1145,2,4,10,23
1146,4,8,18,46
1147,1,1,2,4
1148,5,9,21,53
1149,4,7,16,42
1150,2,4,11,27
1151,1,2,6,13
1152,5,10,23,58
1153,2,3,8,18
1154,3,5,12,29
1155,2,4,10,24
1156,1,2,6,14
1157,2,4,11,25
1158,1,2,4,9
1159,1,1,1,1
1160,2,3,8,18
1161,1,1,3,7
1162,2,4,11,25
1163,5,9,20,51
1164,1,2,4,10
1165,1,1,1,1
1166,1,1,3,7
1167,3,5,12,30
1168,2,3,7,17
1169,3,5,12,29
1170,1,1,1,2
1171,2,3,8,20
1172,2,4,11,25
1173,2,4,11,26
1174,3,5,13,33
1175,4,8,18,47
1176,3,5,12,28
1177,4,8,19,50
1178,3,5,13,32
1179,2,3,7,16
1180,1,2,6,14
1181,2,3,8,20
1182,3,6,14,36
1183,1,2,6,15
1184,5,9,21,54
1185,3,5,12,29
1186,5,9,20,51
1187,4,7,16,41
1188,2,3,8,20
1189,1,2,6,14
1190,4,7,17,44
1191,2,3,8,20
1192,1,2,6,15
1193,5,9,21,55
1194,3,5,12,29
1195,1,1,2,3
1196,3,5,12,30
1197,3,5,12,28
1198,5,9,20,51
1199,4,7,16,42
1200,1,2,5,12
1201,1,2,4,9
1202,3,6,14,36
1203,1,1,2,3
1204,2,3,8,19
1205,1,2,4,9
1206,1,1,1,2
1207,5,9,21,55
1208,1,1,3,6
1209,1,1,1,1
1210,5,10,22,56
1211,1,2,5,12
1212,4,8,19,49
1213,1,1,1,2
1214,1,2,4,10
1215,1,1,3,7
1216,4,7,16,42
1217,3,6,15,37
1218,3,5,12,29
1219,1,2,6,15
1220,1,1,3,6
1221,3,6,14,34
1222,1,2,6,14
1223,3,6,14,35
1224,4,7,16,41
1225,5,9,20,51
1226,3,5,12,30
1227,1,1,1,1
1228,2,3,7,17
1229,5,9,20,51
1230,3,5,13,32
1231,3,6,15,37
1232,3,5,12,28
1233,1,2,4,10
1234,5,9,21,53
1235,4,8,18,46
1236,5,10,23,59
1237,5,9,20,51
1238,2,3,8,18
1239,2,3,7,16
1240,1,2,6,15
1241,5,9,21,55
1242,3,5,13,33
1243,2,4,11,27
1244,5,10,23,58
1245,3,6,14,36
1246,5,9,21,54
1247,5,10,23,59
1248,1,1,2,5
1249,2,3,9,22
1250,4,7,17,44
1251,4,8,19,48
1252,1,2,4,9
1253,2,3,8,19
1254,3,5,13,33
1255,4,8,19,48
1256,1,1,3,7
1257,3,6,14,36
1258,2,3,8,18
1259,1,2,6,13
1260,3,5,13,31
1261,2,4,11,25
1262,3,6,15,38
1263,2,3,8,19
1264,4,8,19,49
1265,1,1,2,5
1266,5,9,20,51
1267,1,1,1,2
1268,4,7,17,44
1269,2,3,9,21
1270,2,4,10,23
1271,1,1,1,2
1272,4,7,16,42
1273,1,2,4,10
1274,3,6,15,39
1275,4,7,17,43
1276,4,8,19,50
1277,4,7,16,42
1278,2,3,8,18
1279,4,7,17,44
1280,4,8,19,49
1281,2,3,8,19
1282,1,1,3,8
1283,5,9,21,53
1284,1,2,4,9
1285,3,6,14,36
1286,1,2,6,14
1287,1,1,3,8
1288,4,8,18,46
1289,1,2,4,9
1290,4,7,16,40
1291,4,7,16,41
1292,1,1,2,4
1293,1,2,5,11
1294,4,8,18,47
1295,3,5,12,30
1296,1,1,3,8
1297,5,10,23,59
1298,2,3,7,16
1299,1,1,1,1
1300,5,9,21,55
1301,1,1,1,1
1302,3,5,13,33
1303,5,10,23,59
1304,3,6,14,35
1305,3,6,14,35
1306,2,4,10,23
1307,1,1,3,8
1308,3,6,14,34
1309,5,9,21,53
1310,1,1,3,6
1311,5,9,20,52
1312,2,4,11,25
1313,3,5,13,32
1314,1,2,4,10
1315,3,6,15,37
1316,1,2,5,11
1317,2,3,7,17
1318,4,7,17,43
1319,1,1,2,3
1320,2,4,11,27
1321,3,6,14,36
1322,1,1,3,8
1323,2,3,8,18
1324,2,3,9,21
1325,4,7,16,40
1326,5,10,23,58
1327,4,8,19,50
1328,1,2,5,12
1329,1,1,1,2
1330,1,1,2,4
1331,3,6,14,36
1332,1,2,4,10
1333,1,2,6,14
1334,4,8,19,50
1335,5,9,20,52
1336,4,8,19,50
1337,1,2,6,15
1338,3,6,15,37
1339,3,6,15,37
1340,1,2,5,11
1341,3,5,13,33
1342,3,5,13,31
1343,2,4,10,24
1344,4,7,17,45
1345,4,7,16,40
1346,3,5,13,32
1347,4,7,17,43
1348,4,8,18,46
1349,3,6,14,34
1350,2,3,7,16
1351,4,7,17,45
1352,4,7,17,43
1353,5,10,23,59
1354,1,2,4,9
1355,2,4,11,25
1356,5,9,21,55
1357,3,5,13,31
1358,5,10,22,56
1359,1,1,1,1
